Epoch,Loss,Train Accuracy,Test Accuracy,Time
0,0.7062015533447266,0.6529411764705882,0.7777777777777778,0.03045821189880371
1,0.5021959543228149,0.6529411764705882,0.7777777777777778,0.050458431243896484
2,0.5475592017173767,0.6529411764705882,0.7777777777777778,0.06932353973388672
3,0.5698825120925903,0.6529411764705882,0.7777777777777778,0.08782029151916504
4,0.5446840524673462,0.6529411764705882,0.7777777777777778,0.10790014266967773
5,0.5045250058174133,0.6647058823529411,0.7777777777777778,0.1274111270904541
6,0.4747210741043091,0.7588235294117647,0.7777777777777778,0.14729022979736328
7,0.4664314389228821,0.8,0.8333333333333334,0.16716909408569336
8,0.47377100586891174,0.8588235294117647,0.8888888888888888,0.18728113174438477
9,0.47820913791656494,0.8588235294117647,0.8888888888888888,0.2068636417388916
10,0.4680483341217041,0.8117647058823529,0.8888888888888888,0.22637510299682617
11,0.4487391710281372,0.788235294117647,0.8888888888888888,0.2461695671081543
12,0.43212997913360596,0.7705882352941177,0.7222222222222222,0.26570820808410645
13,0.42486947774887085,0.7529411764705882,0.7777777777777778,0.2852463722229004
14,0.42446252703666687,0.7529411764705882,0.7777777777777778,0.30483388900756836
15,0.42345863580703735,0.7764705882352941,0.7222222222222222,0.32455015182495117
16,0.4164302945137024,0.7823529411764706,0.7777777777777778,0.3443765640258789
17,0.4050203263759613,0.7941176470588235,0.8888888888888888,0.36530184745788574
18,0.3956367075443268,0.8176470588235294,0.8888888888888888,0.38506293296813965
19,0.3923990726470947,0.8588235294117647,0.8888888888888888,0.4046494960784912
20,0.391149640083313,0.8647058823529412,0.8888888888888888,0.4241480827331543
21,0.38475021719932556,0.8294117647058824,0.8888888888888888,0.4436066150665283
22,0.3747760057449341,0.8117647058823529,0.8888888888888888,0.4626450538635254
23,0.3684892952442169,0.8,0.8888888888888888,0.4812202453613281
24,0.36717545986175537,0.7941176470588235,0.8888888888888888,0.4993436336517334
25,0.3651106357574463,0.8117647058823529,0.8888888888888888,0.5188848972320557
26,0.35918641090393066,0.8235294117647058,0.8888888888888888,0.538311243057251
27,0.35401320457458496,0.8588235294117647,0.8888888888888888,0.5576345920562744
28,0.3531709909439087,0.8647058823529412,0.8888888888888888,0.577031135559082
29,0.35138607025146484,0.8529411764705882,0.8888888888888888,0.5965385437011719
30,0.34616366028785706,0.8235294117647058,0.8888888888888888,0.6159253120422363
31,0.34363123774528503,0.8235294117647058,0.8888888888888888,0.6354613304138184
32,0.34346893429756165,0.8235294117647058,0.8888888888888888,0.6549673080444336
33,0.3403499722480774,0.8529411764705882,0.8888888888888888,0.6744215488433838
34,0.3375735282897949,0.8764705882352941,0.8888888888888888,0.6934428215026855
35,0.3381218910217285,0.8647058823529412,0.8888888888888888,0.7120192050933838
36,0.3359624147415161,0.8352941176470589,0.8888888888888888,0.7301023006439209
37,0.3340468108654022,0.8235294117647058,0.8888888888888888,0.7496421337127686
38,0.33444610238075256,0.8411764705882353,0.8888888888888888,0.7689847946166992
39,0.33228838443756104,0.8705882352941177,0.8888888888888888,0.7883014678955078
40,0.33113107085227966,0.8764705882352941,0.8888888888888888,0.807574987411499
41,0.33091282844543457,0.8647058823529412,0.8888888888888888,0.8272264003753662
42,0.328561007976532,0.8529411764705882,0.8888888888888888,0.8467719554901123
43,0.32828769087791443,0.8588235294117647,0.8888888888888888,0.8663060665130615
44,0.3268885016441345,0.8764705882352941,0.8888888888888888,0.8858752250671387
45,0.3253572881221771,0.8764705882352941,0.8888888888888888,0.9053239822387695
46,0.32491669058799744,0.8764705882352941,0.8888888888888888,0.9244608879089355
47,0.32296955585479736,0.8705882352941177,0.8888888888888888,0.9431777000427246
48,0.32254695892333984,0.8705882352941177,0.8888888888888888,0.9613409042358398
49,0.3210783898830414,0.888235294117647,0.8333333333333334,0.9805982112884521
50,0.3204030990600586,0.888235294117647,0.8333333333333334,0.9999420642852783
51,0.3194420337677002,0.8647058823529412,0.8888888888888888,1.0193490982055664
52,0.3186309039592743,0.8647058823529412,0.8888888888888888,1.0386810302734375
53,0.31773680448532104,0.8823529411764706,0.8333333333333334,1.0582244396209717
54,0.3166593909263611,0.8823529411764706,0.8333333333333334,1.077831506729126
55,0.31579825282096863,0.8764705882352941,0.8888888888888888,1.0973048210144043
56,0.3150433599948883,0.8764705882352941,0.8333333333333334,1.1167726516723633
57,0.3140006363391876,0.888235294117647,0.8333333333333334,1.1362299919128418
58,0.3132905662059784,0.8823529411764706,0.8333333333333334,1.1553409099578857
59,0.31205326318740845,0.8764705882352941,0.8333333333333334,1.1740925312042236
60,0.31140270829200745,0.888235294117647,0.8333333333333334,1.192277193069458
61,0.31024619936943054,0.888235294117647,0.8333333333333334,1.211501121520996
62,0.309379905462265,0.8823529411764706,0.8333333333333334,1.23077392578125
63,0.3084169626235962,0.888235294117647,0.8333333333333334,1.2500169277191162
